,Job Title,Location,Date,Link,Job Attributes,Job Description
49,Residential Permanency Youth Counselors-     PRE-ILP,Lynn,Apr  2,https://boston.craigslist.org/nos/npo/d/lynn-residential-permanency-youth/7102478373.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Pre-Independent Living Program- Lynn
Monday-Friday 8AM-5PM Full-Time (Male Candidate)

The Direct Care Staff with Centerboard's Youth Services Programs are an integral part of the residents' treatment team. All staff must be well versed in understanding, creating and maintaining a trauma-informed care and be amendable to function as a generalist in the daily care of clients and their environment. Direct Care Staff must become proficient in understanding and treating the behavioral and emotional deficits of at risk youth. They must provide safety and structure while understanding when and how to intervene and teach new, healthier responses to stress and anxiety.

*Applicants should have experience in a direct care or residential setting as well as working with youth or young 
adults in goal setting and personal development.
*Primary responsibilities include assisting residents with life skills, setting and achieving goals as well as maintaining a safe environment.
*Strong observational skills and the ability to document all aspects of resident's care and progress.
*Strong communication skills and working with minimal supervision is necessary.
*Additional duties include oversight of program residents and shift requirements.
*Applicants with residential experience or advocacy encouraged to apply.
*Centerboard offers competitive salaries and benefit packages.
*If you are looking for a flexible work environment and want to give back to youth in need, this job is for you.

Job requirements include a valid driver's license, a bachelor's degree or some college education preferred. MAP certification is required after 90 days of employment (Centerboard will assist with training & certification). Ability to pass CORI/DCF/SORI Background check. Must complete & pass 3 full days of training.

Interested and qualified applicants should apply through our website online application process by using the link below. Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a

To learn more about Centerboard, please visit www.centerboard.org    "
50,"Teen Parenting Program Spanish Speaking- Chelsea, Lynn, Melrose MA",Melrose,Apr  2,https://boston.craigslist.org/gbs/npo/d/melrose-teen-parenting-program-spanish/7102476875.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Lynn, MA - Teen Living/Parenting Program Family Advocate Opportunity
Chelsea, MA- Teen Living/Parenting Program Family Advocate Opportunity
Melrose, MA- Teen Living/Parenting Program Family Advocate Opportunity

Full-Time and Part-Time Opportunities Available - Weekend, Evening and Flexible Scheduling (Female Candidates)

Teen Living/Parenting Program Family Advocate:
The advocates are an integral part of the client's treatment/support team who insure that services are coordinated and delivered to resident families in a comprehensive manner. All staff must be well versed in understanding, creating and maintaining a trauma-informed culture and be amenable to function as an active support in the daily care of the clients and their environment. Employees will be required to understand and work with behavioral and emotional deficits. Employees must provide a safe and structured environment while understanding how and when to intervene and TEACH new, healthier coping responses to stress and anxiety.

Seventy five percent of the TLP position includes documentation of meetings, goals, assessments, plans, intakes and any other necessary information. Each TLP employee will directly manage a case load of not more than four resident families. The TLP employee will also be responsible, either as part of the team or while alone on shift, for the safety of all residents and the facility, with requirements of reporting concerns to the necessary parties.

Essential Job Functions: 
-Demonstrated understanding and ability to respond to crisis situations using the model of Trauma Informed Care, Behavior Management and/or Collaborative Proactive Solutions. 
-Completing all required documentation including but not limited to: intake assessment, Bio Psycho Social, Ebed, weekly meetings, goals, progress notes, treatment plans, referrals and any concerns being addressed. 
-Implement individualized treatment plans based on specific needs or goals of each client utilizing community and other available resources. 
-Document all shift related reports, communication logs (filemaker), globe with details of shift related incidents or occurrences. Ensure passing on shift and client related information to the next shift. 
-Responsible for the safety and security of the teens, children and the facility at all times, by providing structured activities & curriculum based groups. 

Overnight specific shift requirements:
-Responsible for hourly rounds/bed checks on all residents throughout the night, insuring safe sleeping and program safety.
-Ensure hourly rounds and client status is documented.
-Clean/stock the facility and common areas.
-Provide morning transportation to youth as needed.
-Remaining awake during the entire shift is required. The appearance of sleeping is not permitted ( ie lying down, eyes closed)

COMPETENCIES AND QUALIFICATIONS:
High School Diploma required and previous experience working with youth or others in a residential setting. A bachelor's degree or some college is preferred. This position requires strong communication and organization skills. Required to pass initial competency evaluation as well as continued assessments of professional development and future trainings. Employees must have a valid driver's license with an acceptable driving record and be willing to use their personal vehicle when Centerboard's vehicles are not available to meet client transportation demands of care or outreach. Individuals are required to connect with youth with healthy relationships and positive interactions.

Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.
Bilingual (Spanish/Portuguese) applicants are encouraged to apply.

Interested and qualified applicants should apply through our website online application process by using the link below. 

https://workforcenow.adp.com/jobs/apply/posting.html?client=cboard#

To learn more about Centerboard, please visit www.centerboard.org    "
51,Community Health Worker,"Boston, MA",Apr  1,https://boston.craigslist.org/gbs/npo/d/boston-community-health-worker/7102171355.html,"
compensation: Competitive salary

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Springwell is seeking a dynamic, committed social services professional to work collaboratively with health providers to address the social needs of high risk pediatric patients and their families at two Harvard Vanguard Medical Associates sites in Boston. Seeking a creative problem-solver who can assess, educate, and support families in accessing community resources to improve health and quality of life.
POSITION DESCRIPTION
The CHW works under contract with our health provider partners to provide community resource coordination for patients who have complex medical and social needs. As part of a team with Nurse Care Managers, physicians and social workers, the CHW receives referrals and seeks out solutions to non-medical problems which impact health, including assistance with financial and insurance issues, transportation, behavioral health, in-home services, legal assistance, etc. The CHW meets with patients in their home, in the medical office or at other community locations to engage them and connect them to their primary care practice.
QUALIFICATIONS
 Bachelor's Degree in Social Work or related Human Services Field.
Previous experience in human services field, preferably in a community services or medical setting. 
GENEROUS BENEFITS
3 weeks of vacation in first year
Birthday off
11 paid holidays
2 paid floating holidays
15 paid sick days per year (You can accumulate up to 450 hours)
Health & dental insurance with employer contribution
Life and long-term disability insurance at no cost to employee
Flexible Spending Plan
Employee Assistance Plan
401K Retirement Savings Plan w/ employer contribution
Mileage reimbursement
Employee referral bonuses
Free parking
Commitment to promoting from within
COMPANY PROFILE
At Springwell, we are serious about our mission. For more than 37 years, our staff has worked to help ensure that seniors and individuals with disabilities have the village they need and the support that is necessary for them to live at home with dignity and independence.
We are also serious about our employees. We are focused on creating a supportive, open environment that values the people who make a difference - each, and every member of our staff. 
We believe in: 
Accountability: At every level of the organization we are accountable: to the people we serve, to our funders, to our employees, to community professionals who rely on our support.
Continuous Quality Improvement: We honor the fact that each of us is human, and we embrace a desire to examine the value and quality of our work and ask how we can provide a higher quality of service.
Transparency: While we don't claim to be 100% transparent (there are certain things, like salaries and performance evaluations that are private) we continuously strive to be as open as possible.
Balance: Life is a give and take, as is work. We are always examining that balance. Today, we have yoga classes on-site twice a week. We are exploring offering a Weight Watchers meeting. And afternoon meditation is under consideration. If there is a holiday to celebrate we have a party. This year, we built a dedicated lactation room for new moms. We are committed to listening to our staff, and examining and re-balancing our work environment.
 
Keywords: Waltham, Braintree, Milton, Weymouth, Hingham, Randolph, Holbrook, Boston, Brookline, Dedham, Winthrop, Rockland, Chelsea, Canton, Cambridge, Case Manager, Case Management, Housing, Mental Health, Managed Care, Social Services, Social Work, Care Coordinator, Social Worker, Elder, Geriatric Care, Assisted Living, Human Services, LSW, LCSW, Licensed, Medicare, Medicaid, Behavioral Health, Community Health, Long Term Care, Community Services, Medical, Community Health Worker, Health Care, Community Based Care
 
If interested, please apply at https://springwell.applicantpro.com/jobs/
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://springwell.applicantpro.com/jobs/1379031-143011.html "
52,Case Management for Young Adults,Arlington MA,Apr  1,https://boston.craigslist.org/gbs/npo/d/arlington-case-management-for-young/7102037191.html,"
compensation: 18$ per hour

employment type: full-time

non-profit organization

","

QR Code Link to This Post



Job Posting Overview  


Full-time opportunity for a compassionate and dedicated Case Manager Transition Facilitator to provide case management of 4-5 assigned clients in the community (program apartments or in-home), outreach to clients living in the community, assessment of individuals abilities with regard to transportation, medication administration, health/wellness, budgeting and substance abuse and development of treatment plans around relevant needs. Participate in a shift on-call rotation for the staffed apartment.  The Transition Facilitator also provides support to clients who live in the staffed apartment.  


Evening and weekend shifts are required.   


Valid driver's license required. Bi-lingual speaking candidates are encouraged to apply.  





 Minimum Requirements   


Minimum Education: Bachelor's degree preferred, not required  
Minimum Work Experience: Must have 1 year’s experience working with an adolescent or young adult population.   
Licensure: N/A  
Certification: MAP, CPR, First Aid training provided upon hire  
Perform Supervisory Duties: No  





Job Description/Tasks  


Clinical: Outreach to clients/participants. Complete treatment plans. Provide crisis intervention.   


Milieu Work: Complete apartment checks. Transportation of clients. Complete rent collection.   


Group Facilitation: Facilitate group treatment.  


Liaison: Attendance at community events.  


Administrative: Data entry and collection. Documentation of direct care work.  


Care Coordination: Make connections with the array of resources in the Metrowest area and help link clients to them.  





Competencies/Traits  


Demonstrates high quality customer service (i.e. ability to connect with others, approachability, being respectful to others, able to communicate with others at all levels, strong client engagement skills, etc.).  


Demonstrates good clinical knowledge (i.e. strong Motivational Interviewing skills).  


Demonstrates good assessment and treatment planning skills.  


Demonstrates ability to handle client crisis with maturity and good judgement.   


Demonstrates ability to work with others (i.e. strong teamwork, can collaborate and coordinate care with other staff).  


Demonstrates high quality writing skills as evidenced by good client documentation.  





Starting Salary:  


$17.00/hour   


Salary for this position ranges from the “base” rate of pay (as listed above)—for someone with the minimum required credentials.  

Adjustments up from the base rate of pay could include such factors as years of related experience externally, educational background, years at another position within Wayside, needed language fluency, and/or particular areas of expertise.  







"
53,Direct Care- High Intensity,South Shore Area,Mar 31,https://boston.craigslist.org/sob/npo/d/dorchester-center-direct-care-high/7101594232.html,"
compensation: To be discussed

employment type: full-time

non-profit organization

","

QR Code Link to This Post


 Residential Counselors High Intensity and Awake Overnight Counselors High Intensity Needed!South Shore Area Work with us at Vinfen  "
54,Evening Residential Supervisor - $19hr,"Waltham, MA",Mar 27,https://boston.craigslist.org/bmw/npo/d/waltham-evening-residential-supervisor/7099806265.html,"
compensation: $19/hr

employment type: full-time

non-profit organization

","

QR Code Link to This Post


The Home for Little Wanderers, Waltham House, located in Waltham, MA is looking for an Evening Residential Supervisor. Waltham House is the first residential group home designed specifically for LGBTQIA youth in New England, and one of only three of its kind in the nation. Its founding principles are that every child deserves to live in an environment in which they feel safe, respected, supported and cared for by those around them.

The group home provides a safe and supportive living environment with 24-hour staffing for up to 12 gay, lesbian, bisexual, and/or transgender youth ages 14–18. Many youth at Waltham House have experienced difficulty — at home or in placement — due to their gender expression or sexuality identities. Their stay at Waltham House prepares them for what is next in their plan which may be reunification with their families, transitioning to a foster family, or preparing for independent living.

How You Will Be Making A Difference

Work closely with Milieu/Program Director to ensure appropriate staffing coverage.  Hire, train, supervise, performance manage and evaluate direct care staff.  Mediate staff issues and employee conflicts.  Host team meetings for staff and provide training and weekly supervision.  
Plan and schedule therapeutic groups designed to enhance children’s growth and development and creatively plan social activities and special events
Coordinate and manage all activities of daily shift including, but not limited to, medical appointments, recreational activities, transportation to work and home visits, homework completion, behavior support system and chore and room completion
Provide, model and supervise group and individual behavior support and intervention in keeping with TCI principles including appropriate physical restraints as necessary
Ensure completion of all necessary shift paperwork including communication log, daily log, incident reporting, mentor sheets and behavior support monitoring
Manage medical and emergency situations 
Provide crisis intervention, which may include the use of restraints
Oversee the timely submission of records and documentation and ensure that staff are aware of activities that may have emerged on prior shift

Qualifications

Equivalent to two years of college and/or two years child care experience in a residential setting with similar population of children 
Prior supervisory experience desired, but not required
Computer literate including Microsoft Office and Internet Explorer with the ability to learn new software applications

What The Home Can Offer You

In addition to the chance to make a lasting impact on the lives of the youth of Massachusetts, The Home for Little Wanderers offers competitive salaries and a comprehensive benefits package including:

Extensive training to new staff
Tuition Reimbursement
Health and Dental Insurance
403(b) Retirement Plan with employer match
Long-term Disability and Short-term Disability Insurance
Life Insurance
Generous Paid Time Off
Professional Development opportunities



TO APPLY PLEASE CLICK HERE"
55,Residential Counselor (4 Evenings per Week),"Walpole, MA",Mar 27,https://boston.craigslist.org/sob/npo/d/walpole-residential-counselor-4/7099797563.html,"
compensation: Competitive, depends on experience

employment type: full-time

non-profit organization

","

QR Code Link to This Post


The Home in Walpole, a vocationally focused program, is looking for Evening Residential Counselors to make a difference in the lives of youth who have experienced trauma and/or who have significant emotional and behavioral challenges.

How You Will Be Making a Difference

Join a dynamic team of professionals implementing our trauma informed care model.
Support youth in developing the skills they need to successfully transition home to families.
Teach age appropriate life skills, coping skills, and social skills through modeling, counseling, and other techniques.
Participate in groups and activities designed to enhance youth growth and development.
Participate in both on-site and off-site recreational/educational activities.
Maintain a safe and supportive environment.

Qualifications 

1 year or more prior experience working with youth.
High school diploma or equivalency (Bachelor's degree preferred).
A passion for making a positive impact on the lives of kids.

What The Home Can Offer You

In addition to the chance to make a lasting impact on the lives of the youth of Massachusetts, The Home for Little Wanderers offers competitive salaries and a comprehensive benefits package including:

Extensive training to new staff
Tuition Reimbursement
Health and Dental Insurance
403(b) Retirement Plan with employer match
Long-term Disability and Short-term Disability Insurance
Life Insurance
Generous Paid Time Off
Professional Development opportunities



TO APPLY PLEASE CLICK HERE"
56,Full-Time Residential Counselor (Evenings),"Waltham, MA",Mar 27,https://boston.craigslist.org/bmw/npo/d/waltham-full-time-residential-counselor/7099788487.html,"
compensation: Competitive, depends on experience

employment type: full-time

non-profit organization

","

QR Code Link to This Post


The Home for Little Wanderers, Waltham House is looking for Residential Counselors on a full-time basis to make a difference in the lives of youth who have experienced trauma and/or who have significant emotional and behavioral challenges. Join a dynamic team of professionals implementing our trauma informed care model.

Waltham House is a group home program designed to provide a safe and supportive living environment for up to 12 gay, lesbian, bisexual and transgender (GLBT) youth ages 14-18. The Home offers extensive training and support to all new staff and many opportunities for career and professional development.

How You Will Be Making a Difference

Join a dynamic team of professionals implementing our trauma informed care model.
Support youth in developing the skills they need to successfully transition home to families.
Teach age appropriate life skills, coping skills, and social skills through modeling, counseling, and other techniques.
Participate in groups and activities designed to enhance youth growth and development. Participate in both on-site and off-site recreational/educational activities.
Maintain a safe and supportive environment.

Qualifications

1 year prior experience working with youth
HS diploma or equivalency, Bachelor's degree preferred
A passion for making a positive impact on the lives of kids

What The Home Can Offer You

In addition to the chance to make a lasting impact on the lives of the youth of Massachusetts, The Home for Little Wanderers offers competitive salaries and a comprehensive benefits package including:

Extensive training to new staff
Tuition Reimbursement
Health and Dental Insurance
403(b) Retirement Plan with employer match
Long-term Disability and Short-term Disability Insurance
Life Insurance
Generous Paid Time Off
Professional Development opportunities



TO APPLY PLEASE CLICK HERE"
57,"Direct Care Staff Needed! $3,000 Sign on bonus!","Cape Cod, MA",Mar 27,https://boston.craigslist.org/sob/npo/d/hyannis-direct-care-staff-needed-3000/7099753730.html,"
compensation: To be discussed

employment type: full-time

","

QR Code Link to This Post


  Residential Counselors and Awake Overnight Counselors Needed!  Cape Cod- Varying Schedules/Locations Work with us at Vinfen  "
58,Residential Counselor - Part Time - #3488,N/A,Mar 26,https://boston.craigslist.org/bmw/npo/d/waltham-residential-counselor-part-time/7099289880.html,"
compensation: Competitive

employment type: part-time

non-profit organization

","

QR Code Link to This Post


We make a difference- in your community and in your career!

Are you looking for a rewarding and flexible career as a Residential Counselor?

Come work for our Developmental and Cognitive Services Division at Riverside Community Care!

We are looking for upbeat, conscientious and hardworking residential counselors for our site in Waltham!

Great part time opportunity to obtain human services experience while making a difference in the lives of others! In this rewarding position, you will obtain hands-on experience working with adults to manage both the mental health issues and cognitive effects of a brain injury.

As a Residential Counselor you will work as part of a cohesive team committed to providing support, supervision, and skills training for adults learning to make healthy life decisions. We work to encourage individuals to identify their strengths, develop and practice new skills, and actualize their hopes and dreams. This is a great environment to gain hands-on skills in a fast growing and specialized sector of the mental health and human service field.

Successful candidates for this position will be invigorated by the potential to help consumers served succeed in the next chapter of their life story - while understanding that the road to that success is paved with small victories, frequent set-backs and daily struggles.

CPR, First Aid, and Medication Administration certifications required.

Riverside offers an outstanding staff training program, excellent supervision, competitive salary, benefits package and career advancement opportunities!

Schedule:  Sun-Thurs 9am-3pm (30 hours)

Positions similar to Residential Counselor are: Home Health Aide / HHA, Certified Nursing Assistant / CNA, and Personal Care Attendant / PCA .

Required Skills
Excellent interpersonal and communication skills and basic computer skills required
Valid driver's license required
Bilingual in Spanish strongly preferred

Required Experience
High school diploma or equivalent required.  
Previous related experience preferred

Apply now using this link! 

https://riversidecc-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.jobinfo&jobid=3488&source=ONLINE&JobOwner=992438&company_id=16709&version=1&byBusinessUnit=NULL&bycountry=0&bystate=0&byRegion=NULL&bylocation=NULL&keywords=&byCat=36332&proximityCountry=&postalCode=&radiusDistance=&isKilometers=&tosearch=yes&city= "
59,Residential Counselor - Part Time - #3487,N/A,Mar 26,https://boston.craigslist.org/bmw/npo/d/waltham-residential-counselor-part-time/7099288170.html,"
compensation: Competitive

employment type: part-time

non-profit organization

","

QR Code Link to This Post


We make a difference- in your community and in your career!

Are you looking for a rewarding and flexible career as a Residential Counselor?

Come work for our Developmental and Cognitive Services Division at Riverside Community Care!

We are looking for upbeat, conscientious and hardworking residential counselors for our site in Waltham!

Great part time opportunity to obtain human services experience while making a difference in the lives of others! In this rewarding position, you will obtain hands-on experience working with adults to manage both the mental health issues and cognitive effects of a brain injury.

As a Residential Counselor you will work as part of a cohesive team committed to providing support, supervision, and skills training for adults learning to make healthy life decisions. We work to encourage individuals to identify their strengths, develop and practice new skills, and actualize their hopes and dreams. This is a great environment to gain hands-on skills in a fast growing and specialized sector of the mental health and human service field.

Successful candidates for this position will be invigorated by the potential to help consumers served succeed in the next chapter of their life story - while understanding that the road to that success is paved with small victories, frequent set-backs and daily struggles.

CPR, First Aid, and Medication Administration certifications required.

Riverside offers an outstanding staff training program, excellent supervision, competitive salary, benefits package and career advancement opportunities!

Schedule:   Sat 9am-3pm; Sun 9am-11pm (20 hours)

Positions similar to Residential Counselor are: Home Health Aide / HHA, Certified Nursing Assistant / CNA, and Personal Care Attendant / PCA .

Our Ideal Candidate
Riverside Community Care takes pride in its employees for being hardworking, compassionate, and respectful. As a residential counselor the ideal candidate would be comfortable with hands on direct care.  Our ideal candidate would have these qualities along with the following skills and experience:

Required Skills
Excellent interpersonal and communication skills and basic computer skills required
Valid driver's license required

Required Experience
High school diploma or equivalent required. 
Previous related experience preferred

Apply now using this link! 

https://riversidecc-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.jobinfo&jobid=3487&source=ONLINE&JobOwner=992438&company_id=16709&version=1&byBusinessUnit=NULL&bycountry=0&bystate=0&byRegion=NULL&bylocation=NULL&keywords=&byCat=36332&proximityCountry=&postalCode=&radiusDistance=&isKilometers=&tosearch=yes&city= "
60,Residential Counselor -Bilingual Spanish/English Highly Preferred!,N/A,Mar 26,https://boston.craigslist.org/gbs/npo/d/cambridge-residential-counselor/7099286450.html,"
compensation: Competitive

employment type: full-time

non-profit organization

","

QR Code Link to This Post


We make a difference- in your community and in your career!

Are you looking for a rewarding and flexible career as a Residential Counselor?

Come work for our Developmental and Cognitive Services Division at Riverside Community Care!

We are looking for upbeat, conscientious and hardworking residential counselors for our site in Cambridge!

Great full time opportunity to obtain human services experience while making a difference in the lives of others! In this rewarding position, you will obtain hands-on experience working with adults to manage both the mental health issues and cognitive effects of a brain injury.

As a Residential Counselor you will work as part of a cohesive team committed to providing support, supervision, and skills training for adults learning to make healthy life decisions. We work to encourage individuals to identify their strengths, develop and practice new skills, and actualize their hopes and dreams. This is a great environment to gain hands-on skills in a fast growing and specialized sector of the mental health and human service field.

Successful candidates for this position will be invigorated by the potential to help consumers served succeed in the next chapter of their life story - while understanding that the road to that success is paved with small victories, frequent set-backs and daily struggles.

CPR, First Aid, and Medication Administration certifications required.

Riverside offers an outstanding staff training program, excellent supervision, competitive salary, benefits package and career advancement opportunities!

Schedule: Monday - Thursday 9:00am - 3:00pm

Positions similar to Residential Counselor are: Home Health Aide / HHA, Certified Nursing Assistant / CNA, and Personal Care Attendant / PCA .

Program is very close to the Alewife Station in Cambridge - easily accessible to public transportation!

Required Skills
Excellent interpersonal and communication skills and basic computer skills required
Valid driver's license required
Bilingual in Spanish strongly highly preferred

Required Experience
High school diploma or equivalent required.  
Previous related experience preferred

Apply now using this link! https://riversidecc-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.jobinfo&jobid=3445&source=ONLINE&JobOwner=992438&company_id=16709&version=1&byBusinessUnit=NULL&bycountry=0&bystate=0&byRegion=NULL&bylocation=NULL&keywords=3445&byCat=&proximityCountry=&postalCode=&radiusDistance=&isKilometers=&tosearch=yes&city= "
61,Residential Counselor -Bilingual Spanish/English Highly Preferred!,N/A,Mar 26,https://boston.craigslist.org/gbs/npo/d/cambridge-residential-counselor/7099285388.html,"
compensation: Competitive

employment type: full-time

non-profit organization

","

QR Code Link to This Post


We make a difference- in your community and in your career!

Are you looking for a rewarding and flexible career as a Residential Counselor?

Come work for our Developmental and Cognitive Services Division at Riverside Community Care!

We are looking for upbeat, conscientious and hardworking residential counselors for our site in Cambridge!

Great full time opportunity to obtain human services experience while making a difference in the lives of others! In this rewarding position, you will obtain hands-on experience working with adults to manage both the mental health issues and cognitive effects of a brain injury.

As a Residential Counselor you will work as part of a cohesive team committed to providing support, supervision, and skills training for adults learning to make healthy life decisions. We work to encourage individuals to identify their strengths, develop and practice new skills, and actualize their hopes and dreams. This is a great environment to gain hands-on skills in a fast growing and specialized sector of the mental health and human service field.

Successful candidates for this position will be invigorated by the potential to help consumers served succeed in the next chapter of their life story - while understanding that the road to that success is paved with small victories, frequent set-backs and daily struggles.

CPR, First Aid, and Medication Administration certifications required.

Riverside offers an outstanding staff training program, excellent supervision, competitive salary, benefits package and career advancement opportunities!

Schedule: Friday: 9am - 11pm, Saturday 9am-11pm and Sunday 9am-3pm 

Positions similar to Residential Counselor are: Home Health Aide / HHA, Certified Nursing Assistant / CNA, and Personal Care Attendant / PCA .

Program is very close to the Alewife Station in Cambridge - easily accessible to public transportation!

Required Skills
Excellent interpersonal and communication skills and basic computer skills required
Valid driver's license required
Bilingual in Spanish strongly highly preferred

Required Experience
High school diploma or equivalent required.  
Previous related experience preferred

Apply now using this link! https://riversidecc-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.jobinfo&jobid=3422&source=ONLINE&JobOwner=992438&company_id=16709&version=1&byBusinessUnit=NULL&bycountry=0&bystate=0&byRegion=NULL&bylocation=NULL&keywords=3422&byCat=&proximityCountry=&postalCode=&radiusDistance=&isKilometers=&tosearch=yes&city= "
62,Residential Counselor - Part Time - Bilingual Spanish/English,N/A,Mar 26,https://boston.craigslist.org/gbs/npo/d/cambridge-residential-counselor-part/7099281600.html,"
compensation: Competitive

employment type: part-time

non-profit organization

","

QR Code Link to This Post


We make a difference- in your community and in your career!

Are you looking for a rewarding and flexible career as a Residential Counselor?

Come work for our Developmental and Cognitive Services Division at Riverside Community Care!

We are looking for upbeat, conscientious and hardworking residential counselors for our site in Cambridge!

Great part time opportunity to obtain human services experience while making a difference in the lives of others! In this rewarding position, you will obtain hands-on experience working with adults to manage both the mental health issues and cognitive effects of a brain injury.

As a Residential Counselor you will work as part of a cohesive team committed to providing support, supervision, and skills training for adults learning to make healthy life decisions. We work to encourage individuals to identify their strengths, develop and practice new skills, and actualize their hopes and dreams. This is a great environment to gain hands-on skills in a fast growing and specialized sector of the mental health and human service field.

Successful candidates for this position will be invigorated by the potential to help consumers served succeed in the next chapter of their life story - while understanding that the road to that success is paved with small victories, frequent set-backs and daily struggles.

CPR, First Aid, and Medication Administration certifications required.

Riverside offers an outstanding staff training program, excellent supervision, competitive salary, benefits package and career advancement opportunities!

Schedule:  Sun 3pm-11pm; Mon 7am-11pm (24 hours)

Positions similar to Residential Counselor are: Home Health Aide / HHA, Certified Nursing Assistant / CNA, and Personal Care Attendant / PCA .

Program is very close to the Alewife Station in Cambridge - easily accessible to public transportation!

Required Skills:
Excellent interpersonal and communication skills and basic computer skills required
Valid driver's license required
Bilingual in Spanish highly preferred

Required Experience:
High school diploma or equivalent required. 
Previous related experience preferred


https://riversidecc-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.jobinfo&jobid=3485&source=ONLINE&JobOwner=992438&company_id=16709&version=1&byBusinessUnit=NULL&bycountry=0&bystate=0&byRegion=NULL&bylocation=NULL&keywords=3485&byCat=36332&proximityCountry=&postalCode=&radiusDistance=&isKilometers=&tosearch=yes&city= "
63,Residential Counselor - #3414,N/A,Mar 26,https://boston.craigslist.org/bmw/npo/d/newton-residential-counselor/7099279518.html,"
compensation: Competitive

employment type: part-time

non-profit organization

","

QR Code Link to This Post


We make a difference- in your community and in your career!

Are you looking for a rewarding and flexible career as a Residential Counselor?

Come work for our Developmental and Cognitive Services Division at Riverside Community Care!

We are looking for upbeat, conscientious and hardworking Residential Counselors for our site in Newton!

We have a great full time opportunity available to join our growing, stable and highly regarded organization, obtaining human services experience while making a difference in the lives of others. The Residential Counselor helps individuals maintain their physical and emotional health, foster relationships with housemates, family and community, live safely in the community and develop the skills necessary to increase the individual’s independence. Interaction between staff and individuals will reflect an appreciation of each individual’s uniqueness.

In this rewarding position, you will work as part of a team to provide support, supervision, skills training and community outings for individuals with developmental disabilities.

We work to encourage individuals to identify their strengths, develop and practice new skills, and actualize their hopes and dreams.

Riverside offers an outstanding staff training program, excellent supervision, competitive salary, benefits package and career advancement opportunities!

Schedule: 

Sunday: 8:00am - 10:00pm

Monday/Tuesday: 3:00pm - 11:00pm.

To learn more about our Residential Programs, please watch this inspiring video! Riverside Residential Services

Required Skills
Valid driver's license required

Required Experience
High school degree or equivalent required

Apply now using this link! https://riversidecc-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.jobinfo&jobid=3414&source=ONLINE&JobOwner=992438&company_id=16709&version=1&byBusinessUnit=NULL&bycountry=0&bystate=0&byRegion=NULL&bylocation=NULL&keywords=3414&byCat=&proximityCountry=&postalCode=&radiusDistance=&isKilometers=&tosearch=yes&city= "
